           1 N1             1907.744956         80.16536756         0.000000000         0.000000000        1
           2 SIG1          0.3137492116E-02    0.5952944989E-03     0.000000000         0.000000000        2
           3 GAMMA         0.9463393373E-02    0.4813113526E-03     0.000000000         0.000000000        3
           4 M1             1.531653613        0.2969053937E-03     0.000000000         0.000000000        4
           5 PWR           0.5519666080        0.7468934878E-02     0.000000000         0.000000000        5
           6 A0             306224.7001         3929.864565         0.000000000         0.000000000        6
           7 A1            -689843.7914         10130.95814         0.000000000         0.000000000        7
           8 A2             751048.9049         15880.59023         0.000000000         0.000000000        8
           9 A3            -289101.4101         17465.16775         0.000000000         0.000000000        9
          10 N2             16.91028766         0.000000000         0.000000000         0.000000000        0
          11 SIG2          0.6599668043E-02    0.7660083574E-03     0.000000000         0.000000000       10
          12 M2             1.862081068        0.1987303163E-02     0.000000000         0.000000000       11
          13 undefined      0.000000000         0.000000000         0.000000000         0.000000000       -1
           1 N1             1907.717112         80.16429677         0.000000000         0.000000000        1
           2 SIG1          0.3137430986E-02    0.5952268195E-03     0.000000000         0.000000000        2
           3 GAMMA         0.9463328608E-02    0.4812996274E-03     0.000000000         0.000000000        3
           4 M1             1.531653639        0.2969121199E-03     0.000000000         0.000000000        4
           5 PWR           0.5519544142        0.7468810685E-02     0.000000000         0.000000000        5
           6 A0             306219.7195         3929.737426         0.000000000         0.000000000        6
           7 A1            -689862.1260         10130.84241         0.000000000         0.000000000        7
           8 A2             751074.6518         15880.51974         0.000000000         0.000000000        8
           9 A3            -289083.6503         17465.11071         0.000000000         0.000000000        9
          10 N2             17.96717364         0.000000000         0.000000000         0.000000000        0
          11 SIG2          0.6599614175E-02    0.7659797974E-03     0.000000000         0.000000000       10
          12 M2             1.862086436        0.1986496325E-02     0.000000000         0.000000000       11
          13 undefined      0.000000000         0.000000000         0.000000000         0.000000000       -1
           1 N1             1907.686677         80.16418650         0.000000000         0.000000000        1
           2 SIG1          0.3137293177E-02    0.5952747843E-03     0.000000000         0.000000000        2
           3 GAMMA         0.9463302187E-02    0.4813019004E-03     0.000000000         0.000000000        3
           4 M1             1.531653682        0.2968830314E-03     0.000000000         0.000000000        4
           5 PWR           0.5519417160        0.7468754385E-02     0.000000000         0.000000000        5
           6 A0             306215.0782         3929.669192         0.000000000         0.000000000        6
           7 A1            -689885.3230         10130.92164         0.000000000         0.000000000        7
           8 A2             751107.7770         15880.81359         0.000000000         0.000000000        8
           9 A3            -289067.0235         17465.41304         0.000000000         0.000000000        9
          10 N2             19.02406283         0.000000000         0.000000000         0.000000000        0
          11 SIG2          0.6599604730E-02    0.7659484434E-03     0.000000000         0.000000000       10
          12 M2             1.862092087        0.1985685213E-02     0.000000000         0.000000000       11
          13 undefined      0.000000000         0.000000000         0.000000000         0.000000000       -1
           1 N1             1907.682514         80.16374266         0.000000000         0.000000000        1
           2 SIG1          0.3136826397E-02    0.5952739272E-03     0.000000000         0.000000000        2
           3 GAMMA         0.9463609484E-02    0.4812951465E-03     0.000000000         0.000000000        3
           4 M1             1.531653706        0.2968913895E-03     0.000000000         0.000000000        4
           5 PWR           0.5519328463        0.7468602204E-02     0.000000000         0.000000000        5
           6 A0             306213.5650         3929.551780         0.000000000         0.000000000        6
           7 A1            -689923.1222         10130.88004         0.000000000         0.000000000        7
           8 A2             751161.5818         15880.92111         0.000000000         0.000000000        8
           9 A3            -289058.1442         17465.54180         0.000000000         0.000000000        9
          10 N2             20.08099111         0.000000000         0.000000000         0.000000000        0
          11 SIG2          0.6599661456E-02    0.7659136652E-03     0.000000000         0.000000000       10
          12 M2             1.862097634        0.1984873544E-02     0.000000000         0.000000000       11
          13 undefined      0.000000000         0.000000000         0.000000000         0.000000000       -1
