          1     1837.923706         79.42653001        0.0000000000E+00    0.0000000000E+00    0.5692383440    
          2    0.3796736464E-02    0.5206752640E-03    0.0000000000E+00    0.0000000000E+00    0.5757782438    
          3    0.8012253078E-02    0.4698578920E-03    0.0000000000E+00    0.0000000000E+00    0.5364961718    
          4     1.531674452        0.3036807410E-03    0.0000000000E+00    0.0000000000E+00    0.5234250138E-01
          5    0.5616058965        0.7348174887E-02    0.0000000000E+00    0.0000000000E+00    0.9033244515    
          6     322102.7234         3942.340620        0.0000000000E+00    0.0000000000E+00    0.9899267154    
          7    -784954.6560         10183.71882        0.0000000000E+00    0.0000000000E+00    0.9947078617    
          8     941514.7553         15943.63572        0.0000000000E+00    0.0000000000E+00    0.9941682666    
          9    -412567.0434         17566.74348        0.0000000000E+00    0.0000000000E+00    0.9883499755    
         10    0.3650359466E-01    0.2532227707E-01    0.0000000000E+00    0.0000000000E+00    0.3332635259    
         11    0.6578136662E-02    0.1003224292E-02    0.0000000000E+00    0.0000000000E+00    0.2047043287    
         12     1.862310853        0.1952859650E-02    0.0000000000E+00    0.0000000000E+00    0.1175653196    
         13    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
