    -1.067597603        -2.076741547        0.6550697115E-04
    -1.459563875         1.058852966        0.4891779660E-05
    -2.271830255        0.3703559079        0.4219230290E-04
   -0.7727209720       -0.1728550052        0.7832203185E-05
    -1.507381437       -0.9241454653        0.2606542216E-06
    0.9168812891        0.3020125761        0.1636823356E-06
   -0.3810295241         1.461956123        0.4076045766E-07
   -0.4282948999        -2.692268777        0.6382382463E-04
     1.492582101       -0.4802010109        0.6666249333E-04
    0.6136049077        0.2024548737        0.6476994164E-04
    0.2298906317        0.1283978768        0.6613667026E-04
   -0.3691614604        -1.299977061        0.5129785227E-05
   -0.2110558909        0.1258665232        0.2671896737E-06
     1.276791525        -1.123793735        0.3164017997E-09
   -0.5438372690       -0.3046037459        0.9944133368E-05
   -0.2720723495       -0.5446262277        0.4169968750E-04
    0.9674791993        -1.153970333        0.7636447080E-05
    0.2237901875E-01   -0.2784775002        0.4036395177E-04
   -0.4767233046       -0.7243714260        0.4035945099E-04
    -1.664346358         1.161474936        0.6046770439E-05
    -1.417794980       -0.5183977477E-01    0.4414458535E-04
    -1.633476653        0.2685362617        0.7077503492E-07
    -1.382374877        -1.752667481       -0.1457958862E-07
    0.6955770583        -1.560151913        0.1243095276E-06
    0.3260627449       -0.2674452118        0.7312630527E-05
    0.3538403004         2.714151050        0.2692791108E-04
    -2.053117888         1.611900954        0.3695633587E-04
    0.3468322163         1.292935124        0.8189080463E-05
    0.1072404295       -0.3849577765        0.2634414419E-06
    0.9098989196E-01   -0.4337642255       -0.4134051716E-07
     1.437707854         1.660524039        0.8561422719E-07
     1.051301957        -1.553085263        0.4590278246E-05
   -0.3110180716         1.007560097        0.4190485234E-04
   -0.1205492971        0.1486439525        0.6902866594E-05
   -0.8153720127        -1.681205440        0.4230284157E-04
   -0.7306266179       -0.8224207612        0.6014292329E-07
    -1.840846203        0.3419487912        0.4374921521E-05
   -0.7137910201       -0.8982883276        0.3035371128E-06
    -1.332167545        0.8124494641        0.1748160754E-04
    -1.235593140        0.4273517121E-01    0.4044240105E-04
    0.9627067157       -0.6731686643        0.8105129657E-05
    -2.521936487       -0.8269123683E-01    0.3550769912E-04
   -0.7682396407       -0.9872587716        0.7895211565E-05
   -0.2700639908        0.6635767284        0.2757152081E-06
    0.1036688792        0.4963627865        0.2120147445E-04
   -0.9670656473        0.4601610341        0.2475742736E-06
     1.329272620         1.112801047        0.1074049867E-06
    -1.647235476        -1.640300697        0.7038813069E-04
    -2.771846395         2.708973982        0.6721639581E-04
     1.392755419       -0.1276864669        0.7734856096E-04
