    -5.554693308       -0.5212236014         44.68715889    
    -2.852645814        -1.520269589         44.68712821    
    -2.432096564       -0.9415926766         44.68711635    
    -3.947659469       -0.6615347497         44.68715868    
    -3.340850400        0.1885395935         44.68712804    
    -5.756573888        -1.849453024         44.68715928    
    -5.004586254        0.3212891314         44.68715897    
    -4.209099767        -1.543823888         44.68715883    
    -5.512066672        -1.290707362         44.68715908    
    -5.308440117        -1.127817679         44.68711222    
    -3.941388317       -0.7389785022         44.68710769    
    -4.278012778         1.772998293         44.68715898    
    -4.266809445       -0.5077660409         44.68712862    
    -2.135408351        -1.056418780         44.68711577    
    -4.056924938        0.8574173307         44.68715854    
    -2.489713531        -1.050303275         44.68715898    
    -2.832900390       -0.7505193950E-01     44.68715880    
    -3.419627153       -0.1210672622         44.68715876    
    -3.130914068        0.2035810277         44.68715885    
    -5.323012341        0.1235106956         44.68715906    
    -3.047779870       -0.1798576992         44.68715877    
    -3.726426790       -0.3989954783         44.68715884    
    -1.715160118        0.7330343593         44.68715848    
    -4.345227754        0.9807497913         44.68715924    
    -3.168960042        -1.294390218         44.68715869    
    -4.188999920        0.6767706695         44.68715908    
    -3.886073294       -0.5460828718         44.68715893    
    -4.116879658       -0.9014072259E-01     44.68715908    
    -2.991215239         1.049088634         44.68715891    
    -5.062648401       -0.6793953734         44.68715910    
    -3.151981650       -0.2598710287         44.68715886    
    -4.399060607        0.7633122173         44.68715898    
    -3.335340872       -0.6242741670         44.68715868    
    -4.962918848        0.3883076405         44.68715928    
    -2.699571816       -0.4370505845         44.68715841    
    -4.862932248        0.5413663886E-01     44.68715881    
    -2.990306855        0.5577982913         44.68715852    
    -3.196717803        0.8523734151         44.68710044    
    -3.505825960        0.5487932056         44.68710809    
    -4.660784403        -1.704579417         44.68715885    
    -3.443098213        -1.542555741         44.68712877    
    -4.807355085        -1.057508670         44.68711571    
    -4.998580536       -0.1248810171         44.68715857    
    -2.608542660       -0.7168925595         44.68712840    
    -3.942880081        0.9480299137         44.68715882    
    -5.443627206       -0.5177775972         44.68715927    
    -2.437831641       -0.1569677215E-01     44.68715845    
    -4.217477466        -2.342171770         44.68715901    
    -5.254931845       -0.3831511107         44.68715911    
    -3.474121183         1.130625334         44.68715890    
    -3.659433152        -1.405329186         44.68715890    
    -1.801936809        0.6168826982         44.68715854    
    -2.990119930        0.9153782833         44.68715886    
    -3.411616633        0.5199623210E-01     44.68715866    
    -3.406908118        -1.065354314         44.68715887    
    -2.378683082        0.5478497532         44.68715883    
    -3.944642717        0.4764764710E-01     44.68715902    
    -4.007784145         1.783402092         44.68715868    
    -3.318922549       -0.5366788637         44.68715877    
    -2.493288985       -0.2350455597         44.68712912    
    -4.750364028        0.9032081060         44.68715893    
    -3.737763944         1.033026267         44.68712827    
    -4.109510846         1.730060589         44.68715889    
    -5.610061380       -0.1803280748         44.68715912    
    -6.623847739        0.8052610890         44.68715914    
    -2.781444212        0.6253713131         44.68715853    
    -4.400007345        0.9386381569E-01     44.68715909    
    -8.118852025        0.3281687757         44.68715968    
    -3.322406774       -0.4008231477         44.68715856    
    -3.425879321        0.2937686912         44.68715905    
    -4.214596017        -1.029039644         44.68715888    
    -3.964341782        0.5733740078         44.68715922    
    -3.994288261        -1.342672116         44.68715894    
    -6.776617761        -1.332110323         44.68715919    
    -3.918023259         1.906735777         44.68715891    
    -5.398271985        0.2736924056         44.68715907    
    -2.633392482        -1.129450462         44.68715837    
    -4.676690822        0.9685195097         44.68715902    
    -6.184971428       -0.3163102592         44.68715917    
    -5.142800362       -0.3503385579         44.68715879    
    -3.947870136        -1.011383538         44.68712821    
    -1.871222643        -1.705973522         44.68711615    
    -4.978198125        0.5797144184         44.68715937    
    -4.697880207       -0.1574794928         44.68712894    
    -3.242374056       -0.7138651110E-01     44.68711642    
    -3.907954633        0.2690692423         44.68715890    
    -3.712368408         1.564224087         44.68712881    
    -3.053921641         1.025254327         44.68711576    
    -4.835829775       -0.3095724449         44.68715901    
    -5.499247916       -0.6195757810         44.68712792    
    -3.968574287       -0.5447172112         44.68711582    
