                    4927.069435        0.3961696917E-03    -40640.33186         111676.4647         777.9950864        -112173.2358         35.60337337        0.8359412552E-06    0.3622084300E-03     37.16844067        0.1368574154E-05   -0.2316739003E-02    0.2197835921-308     0.000000000         0.000000000    
                   0.3961696917E-03    0.8888050298E-07   -0.1835145251E-02   -0.6767825604E-02    0.2263238712E-01   -0.1132262646E-01    0.2065802783E-04    0.4657611732E-12    0.2477070703E-09    0.1753924226E-04    0.7852169204E-12   -0.1309163262E-08    0.5117235520-318     0.000000000         0.000000000    
                   -40640.33186       -0.1835145251E-02     4568355.228        -14583716.19         4211912.387         10895049.83        -1141.465374       -0.2965508336E-04   -0.6050243774E-02    -499.5596274       -0.4527245864E-04    0.7940584257E-01     0.000000000         0.000000000         0.000000000    
                    111676.4647       -0.6767825604E-02    -14583716.19         71740527.61        -74917665.30        -1318224.172        -26787.56731       -0.5912842342E-03   -0.3460098228         1375.384305       -0.1011343693E-02     1.675151762         0.000000000        0.2197835921-308     0.000000000    
                    777.9950864        0.2263238712E-01     4211912.387        -74917665.30         236521845.6        -197974596.9         6750.969681        0.1638488039E-03    0.5703447747E-01     7.704017088        0.2578209660E-03   -0.4456079212         0.000000000         0.000000000         0.000000000    
                   -112173.2358       -0.1132262646E-01     10895049.83        -1318224.172        -197974596.9         270522382.6         52761.44611        0.1159611277E-02    0.6925020174        -1381.627348        0.1993535803E-02    -3.293687709         0.000000000         0.000000000         0.000000000    
                    35.60337337        0.2065802783E-04    -1141.465374        -26787.56731         6750.969681         52761.44611         1791.362144        0.3945278703E-04    0.2127174750E-01    0.4363775852        0.6679207115E-04   -0.1112026066         0.000000000         0.000000000        0.5117235520-318
                   0.8359412552E-06    0.4657611732E-12   -0.2965508336E-04   -0.5912842342E-03    0.1638488039E-03    0.1159611277E-02    0.3945278703E-04    0.6398084744E-08   -0.1394518187E-08    0.1024681702E-07    0.1053920058E-11    0.9587449438E-10     0.000000000         0.000000000         0.000000000    
                   0.3622084300E-03    0.2477070703E-09   -0.6050243774E-02   -0.3460098228        0.5703447747E-01    0.6925020174        0.2127174750E-01   -0.1394518187E-08    0.3968229854E-05    0.4432115259E-05    0.5295966172E-09    0.1411851558E-05     0.000000000         0.000000000         0.000000000    
                    37.16844067        0.1753924226E-04    -499.5596274         1375.384305         7.704017088        -1381.627348        0.4363775852        0.1024681702E-07    0.4432115259E-05     9.202282195        0.1677322227E-07   -0.2840495298E-04     0.000000000         0.000000000         0.000000000    
                   0.1368574154E-05    0.7852169204E-12   -0.4527245864E-04   -0.1011343693E-02    0.2578209660E-03    0.1993535803E-02    0.6679207115E-04    0.1053920058E-11    0.5295966172E-09    0.1677322227E-07    0.3999948872E-07   -0.5502057002E-08     0.000000000         0.000000000         0.000000000    
                  -0.2316739003E-02   -0.1309163262E-08    0.7940584257E-01     1.675151762       -0.4456079212        -3.293687709       -0.1112026066        0.9587449438E-10    0.1411851558E-05   -0.2840495298E-04   -0.5502057002E-08    0.2561349874E-01     0.000000000         0.000000000         0.000000000    
                            nan         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000    
                    0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000    
                    0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000        0.2197835921-308     0.000000000         0.000000000         0.000000000         0.000000000    
